"Response ID","Date submitted","Last page","Start language","Date started","Date last action","IP address","Dieses Survey dient dazu die NLQ-Fragebögen zu digitalisieren. Bei Fragen wenden Sie sich bitte an ihren Auftraggeber! Möge die Arbeit schnell und entspannend von der Hand gehen!","Links unten befindet sich ein Schul-code (z.B. GSWF100). Trage diesen hier ein:","Auf dem Fragebogen ist unten links eine Zahl mit Kugelschreiber hinzugefügt worden (z.B. 1). Trage diese hier ein:","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Trage jeden Satz in eine neue Zeile ein. Übernehme alles - auch Fehler! Kommentare, falls Zeichnungen gemacht wurden können mit ""{ }"" angegeben werden. []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! [ich möchte mehr über Informatik und Technik lernen.]","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! []","Umseitig bei ""2."" sind mehrere Smileys abgebildet. Übertrage die gemachten Kreuze genau wie diese auf dem Fragebogen angegeben sind: also von :D über :( bis zu ""ich weiß nicht"" die korrespondierenden Felder anklicken. Letztlich wird das Muster aus Kreuzen vom Fragebogen genauso auf Lime-Survey übertragen. NUR komplett leere Zeilen (wo also noch nicht einmal ""ich weiß nicht"" angekreuzt wurde) erhalten ein ""no answer""! [Ich möchte später einen Beruf haben, der wenig mit Computern und Technik zu tun hat.]","Hier die Antwort zu Geschlecht übertragen."
"522","2019-08-22 13:24:16","1","en","2019-08-22 13:23:47","2019-08-22 13:24:16","109.41.128.171","","GSWF115","15","","","","","","","","","","","","","","","","5","2","3","4","2","Junge"
"523","2019-08-22 13:24:52","1","en","2019-08-22 13:24:21","2019-08-22 13:24:52","109.41.128.171","","GSWF115","16","","","","","","","","","","","","","","","","2","3","2","3","2","Junge"
"525","","","en","2019-08-23 16:37:19","2019-08-23 16:37:19","10.20.10.84","","","","","","","","","","","","","","","","","","","","","","","",""
"526","2019-08-23 16:38:42","1","en","2019-08-23 16:37:24","2019-08-23 16:38:42","31.212.30.155","","GSWF103","b1","Wie ist das Internet entstanden?","Ist es schwer etwas zu programieren?","Wie funktioniert ein Roboter?","","","","","","","","","","","","","2","5","2","3","2","Mädchen"
"527","2019-08-23 16:39:35","1","en","2019-08-23 16:38:49","2019-08-23 16:39:35","31.212.30.155","","GSWF103","b2","Wie funktioniert ein Akku beim Handy?","","","","","","","","","","","","","","","1","1","1","1","2","Junge"
"528","2019-08-23 16:41:22","1","en","2019-08-23 16:39:42","2019-08-23 16:41:22","31.212.30.155","","GSWF103","b3","Wie funktioniert ein Roboter?","Wofür ist ein Roboter nützlich?","Warum gibt es das Handy?","","","","","","","","","","","","","2","5","3","3","2","Mädchen"
"529","2019-08-23 16:42:42","1","en","2019-08-23 16:41:30","2019-08-23 16:42:42","31.212.30.155","","GSWF103","b4","Wie ist ein Handy aufgebaut?","Wie funktionieren Roboter?","Wie funktioniert Welan?","","","","","","","","","","","","","2","5","3","3","2","Mädchen"
"530","2019-08-23 16:44:34","1","en","2019-08-23 16:42:49","2019-08-23 16:44:34","31.212.30.155","","GSWF103","b5","Wie funktoniren Roborter?","Wie ist ein Handy auf gebaut?","Wie wirt ein Computer gebaut?","Wie wirt ein Tablet gebaut?","Wie funktonirt Welern?","","","","","","","","","","","2","3","3","4","2","Mädchen"
"531","2019-08-23 16:46:09","1","en","2019-08-23 16:44:40","2019-08-23 16:46:09","31.212.30.155","","GSWF103","b6","Wie kann mann einen Roboter bruramiren?","Wiefiele Haydis gibt es?","","","","","","","","","","","","","","1","2","4","5","5","keine Antwort"
"532","2019-08-23 16:47:09","1","en","2019-08-23 16:46:14","2019-08-23 16:47:09","31.212.30.155","","GSWF103","b7","Wie baut man einen Robotor?","","","","","","","","","","","","","","","3","5","2","2","3","Junge"
"533","2019-08-23 16:48:25","1","en","2019-08-23 16:47:14","2019-08-23 16:48:25","31.212.30.155","","GSWF103","b8","Wie funktionirt eigentlich ein Roboter?","wie entstanden die Medieen und Wann?","","","","","","","","","","","","","","1","2","3","3","2","Junge"
"534","2019-08-23 16:49:36","1","en","2019-08-23 16:48:30","2019-08-23 16:49:36","31.212.30.155","","GSWF103","b9","Wofür ist der Roboter nützlich?","Wie funktioniert ein Roboter?","Warum gibt es das Handy?","","","","","","","","","","","","","2","2","3","4","3","Junge"
"535","2019-08-23 16:51:05","1","en","2019-08-23 16:49:41","2019-08-23 16:51:05","31.212.30.155","","GSWF103","b10","Wie geht der Bildschirm eines Handys und Computer?","Wie geht es das der Roboter sich bewegt?","","","","","","","","","","","","","","2","2","2","3","2","Junge"
"536","2019-08-23 16:52:52","1","en","2019-08-23 16:51:09","2019-08-23 16:52:52","31.212.30.155","","GSWF103","b11","Was würde passiren wenn mann im Internet seine persönlichen Informationen freigibt?","Was ist wenn mann was mit seinem Konto macht unt dann der Computer abschtürzt?","","","","","","","","","","","","","","1","2","3","2","3","Junge"
"537","2019-08-23 16:53:48","1","en","2019-08-23 16:52:58","2019-08-23 16:53:48","31.212.30.155","","GSWF103","b12","Wieso ladet mein Computer so langsam hoch?","","","","","","","","","","","","","","","5","4","3","3","2","Mädchen"
"538","2019-08-23 16:54:53","1","en","2019-08-23 16:53:54","2019-08-23 16:54:53","31.212.30.155","","GSWF103","b13","Wofür braucht man einen Roboter?","Wie ist ein Handy aufgebaut?","Wie fungsonirt ein Computer?","","","","","","","","","","","","","2","2","3","3","2","Mädchen"
"539","2019-08-23 17:11:51","1","en","2019-08-23 17:10:40","2019-08-23 17:11:51","31.212.30.155","","GSWF120","c1","Krig man mit yutube-wideos schon im Alter von 9 Jahren Geld.","","","","","","","","","","","","","","","2","2","3","1","5","Junge"
"540","2019-08-23 17:12:44","1","en","2019-08-23 17:11:57","2019-08-23 17:12:44","31.212.30.155","","GSWF120","c2","","","","","","","","","","","","","","","","2","1","1","3","1","Junge"
"541","2019-08-23 17:13:32","1","en","2019-08-23 17:12:51","2019-08-23 17:13:32","31.212.30.155","","GSWF120","c3","","","","","","","","","","","","","","","","2","2","1","1","5","Junge"
"542","2019-08-23 17:15:42","1","en","2019-08-23 17:13:39","2019-08-23 17:15:42","31.212.30.155","","GSWF120","c4","wie kan mann kosten lostspiele haben","wie kan mann ein caliope bauen","","","","","","","","","","","","","","2","1","4","5","1","keine Antwort"
"543","2019-08-23 17:18:06","1","en","2019-08-23 17:15:51","2019-08-23 17:18:06","31.212.30.155","","GSWF120","c6","Wieso gab es früher keine Technik?","Warum gieb es den über haupt Technik? ","Wieso machen 1,2 Klasse nichts mit Technik? ","Warum nennt man den Caliope mini nicht Roboter gehirn?","","","","","","","","","","","","1","5","1","1","4","Mädchen"
"544","2019-08-23 17:19:12","1","en","2019-08-23 17:18:13","2019-08-23 17:19:12","31.212.30.155","","GSWF120","c7","Wie kann mann Kosten los spile runterlade","","","","","","","","","","","","","","","2","1","3","2","3","Junge"
"545","2019-08-23 17:20:24","1","en","2019-08-23 17:19:20","2019-08-23 17:20:24","31.212.30.155","","GSWF120","c8","Wie Baut man einen computer auf?","Wie kann mann auf dem display von einen computer spielen?","","","","","","","","","","","","","","1","2","1","2","3","Junge"
"546","2019-08-23 17:25:22","1","en","2019-08-23 17:23:34","2019-08-23 17:25:22","31.212.30.155","","GSWF120","c9","Wie Baud mann Handys und Computer?",",wie kann mann strom sparen und trozedem was mit tech nichg machen?","","","","","","","","","","","","","","2","3","2","4","1","Mädchen"
"547","2019-08-23 17:28:32","1","en","2019-08-23 17:25:27","2019-08-23 17:28:32","31.212.30.155","","GSWF120","c10","Was siend Handys?","was siend eigentlich Festplaten?","Wie wiele Roboter Gibt es schon?","Was ist eigentlich ein Rasen Roboter?","was ist im einen computer ales drin?","Wie ist eigen tlich das intenet entstanden?","Wie ist der Computer instan den?","Wie fehrden die Handys ke baut?","","","","","","","","1","2","1","2","2","Junge"
"548","2019-08-23 17:29:42","1","en","2019-08-23 17:28:40","2019-08-23 17:29:42","31.212.30.155","","GSWF120","c11","Wisso ist Technick so beliebt und so gut Programiert?","","","","","","","","","","","","","","","1","1","1","1","4","Junge"
"549","2019-08-23 17:35:32","1","en","2019-08-23 17:34:14","2019-08-23 17:35:32","31.212.30.155","","GSWF120","c12","Wie baut man einen com puter auf?","wie wird callope gebaut?","wie macht man computer spiele?","","","","","","","","","","","","","1","3","5","1","5","Junge"
"550","2019-08-23 17:38:16","1","en","2019-08-23 17:35:38","2019-08-23 17:38:16","31.212.30.155","","GSWF120","c13","Wie wirden fernser mit Flach Bield erfonden,","wi kann eine sede das alles lessen,","Wie kannder fernser so drei de sein.","","","","","","","","","","","","","1","2","2","1","2","keine Antwort"
"551","2019-08-23 17:39:45","1","en","2019-08-23 17:38:22","2019-08-23 17:39:45","31.212.30.155","","GSWF120","c14","von wo wiese sie ales von Caliobe?","wer hat die Autos erschaffen?","wan wur den Handys ent wieckelt?","","","","","","","","","","","","","5","5","2","1","4","Mädchen"
"552","2019-08-23 17:41:29","1","en","2019-08-23 17:39:57","2019-08-23 17:41:29","31.212.30.155","","GSWF120","c15","Wer hat das bigbare Handy erfunden?","giebt es ein durchsichtiges handy?","","","","","","","","","","","","","","1","1","1","5","5","Mädchen"
"553","2019-08-23 17:43:09","1","en","2019-08-23 17:41:33","2019-08-23 17:43:09","31.212.30.155","","GSWF120","c16","Warum ist fortnite so gehybt?","Warum gibt man so viel geld für fortnite aus?","Warum kostet ein Handy so viel Geld","","","","","","","","","","","","","1","1","1","1","4","Junge"
"554","2019-08-23 17:45:15","1","en","2019-08-23 17:43:14","2019-08-23 17:45:15","31.212.30.155","","GSWF120","c17","wass mus man eigendlich als pogramire machen","ist das einfach zu pugramiren","was ist die beste pogramirung der welt","und wie heißt sie","wie heißt der pogramira ","und für wass ist sie gebaut","","","","","","","","","","1","1","1","2","3","Junge"
"555","2019-08-23 17:46:45","1","en","2019-08-23 17:45:21","2019-08-23 17:46:45","31.212.30.155","","GSWF120","c18","wie funßoniert die computer sprache?","Wie wird eine PS4 gebaut?","Wie fonßoniert die Tastartur?","","","","","","","","","","","","","1","2","1","2","3","Junge"
"556","2019-08-23 17:47:53","1","en","2019-08-23 17:46:52","2019-08-23 17:47:53","31.212.30.155","","GSWF120","c19","Warum kann calliope mini nicht sprechen?","Warum macht man so wenig mit PC ","oder Handys...?","","","","","","","","","","","","","1","3","1","4","2","Mädchen"
"557","2019-08-23 17:49:16","1","en","2019-08-23 17:48:05","2019-08-23 17:49:16","31.212.30.155","","GSWF120","c20","Warum kann Calliope nicht sprechen?","Wie lange gibt es Calliope?","Warum arbeiten wir nur so wenig mit PC`s?","","","","","","","","","","","","","1","4","3","3","2","Mädchen"
"558","2019-08-23 17:50:54","1","en","2019-08-23 17:49:23","2019-08-23 17:50:54","31.212.30.155","","GSWF120","c21","Was findes du so schpannent an deiner arbeitm","magst du Handys","Computer","","","","","","","","","","","","","3","2","3","4","1","Mädchen"
"559","2019-08-23 17:52:38","1","en","2019-08-23 17:51:02","2019-08-23 17:52:38","31.212.30.155","","GSWF120","c22","Das wier merh über computer wiesen?","ist das internet gefälich?","wie bedient man ein Handy richtig?","","","","","","","","","","","","","1","2","3","5","5","keine Antwort"
"560","2019-08-23 17:54:36","1","en","2019-08-23 17:52:45","2019-08-23 17:54:36","31.212.30.155","","GSWF120","c23","Warum kann caliope nicht sprechen?","Wie sieht Caliope in 100 Jahren aus?","Warum Wird so wenig mit PC in Grundschule unterrichtet?","Wie lange gibt es Caliope schon?","","","","","","","","","","","","3","","","4","3","Mädchen"
"561","2019-08-23 17:55:32","1","en","2019-08-23 17:54:42","2019-08-23 17:55:32","31.212.30.155","","GSWF120","c24","Wie ist Technik entstanden?","Wie entsted die Welan verbindung?","","","","","","","","","","","","","","1","1","3","4","1","Mädchen"
"562","2019-08-23 17:56:26","1","en","2019-08-23 17:55:43","2019-08-23 17:56:26","31.212.30.155","","GSWF120","c25","Wie so gibt es Technik","","","","","","","","","","","","","","","1","2","1","3","2","Junge"
"563","2019-08-26 16:36:31","1","en","2019-08-26 16:35:13","2019-08-26 16:36:31","109.41.67.207","","GSWF125","b1","Was ist der Unterschiet zwischen einem iPad und Teplet?","","","","","","","","","","","","","","","1","2","1","3","2","Junge"
"564","2019-08-26 16:37:43","1","en","2019-08-26 16:36:37","2019-08-26 16:37:43","109.41.67.207","","GSWF125","b2","Wie wunsuniert ein Hendi?","Wie wunsuniert das Navi?","","","","","","","","","","","","","","1","2","2","4","1","Mädchen"
"565","2019-08-26 16:38:52","1","en","2019-08-26 16:37:47","2019-08-26 16:38:52","109.41.67.207","","GSWF125","b3","Woher kann er das?","Wie geht ein neues Handy?","hast du will Technig zuhause?","","","","","","","","","","","","","1","1","1","1","4","Mädchen"
"566","2019-08-26 16:40:37","1","en","2019-08-26 16:38:58","2019-08-26 16:40:37","109.41.67.207","","GSWF125","b4","Wie fungsonirt die Technik?","Stecken hinter dem internet wirklich Menschen?","Wieso gehen Maschinen so schnell kaput?","","","","","","","","","","","","","1","5","2","1","4","Junge"
"567","2019-08-26 16:41:13","1","en","2019-08-26 16:40:43","2019-08-26 16:41:13","109.41.67.207","","GSWF125","b5","hus","","","","","","","","","","","","","","","","","","","","keine Antwort"
"568","2019-08-26 16:43:21","1","en","2019-08-26 16:41:18","2019-08-26 16:43:21","109.41.67.207","","GSWF125","b6","Wie baut man eigentlich ein Auto","Wie get die caffemaschine genau ","Wie baut man eine selwester rakete","Wie baut man eigentlich ein Computer","","","","","","","","","","","","1","5","1","2","2","Mädchen"
"569","2019-08-26 16:46:34","1","en","2019-08-26 16:43:27","2019-08-26 16:46:34","109.41.67.207","","GSWF125","b7","Wie kan mann PS4 Programieren?","Wie kan mann I-Pad Programieren?","Wie kan mann ein Spiel Programieren?","Wie kan mann Internet Programieren?","Wie kan mann Roboter Programieren?","Wie kan man Händy Programieren?","Wie kann mann Computer Programieren?","","","","","","","","","1","5","1","3","3","Junge"
"570","2019-08-26 16:48:01","1","en","2019-08-26 16:46:41","2019-08-26 16:48:01","109.41.67.207","","GSWF125","b8","Wer hat das Internet gemacht (erfunden)?","Was ist in einen Mikrofon drin?","","","","","","","","","","","","","","1","1","3","1","3","Junge"
"571","2019-08-26 16:50:28","1","en","2019-08-26 16:48:20","2019-08-26 16:50:28","109.41.67.207","","GSWF125","b9","Wie kanman ein spiel Programmiren?","Wie kanman PS4 Programmiren?","Wie funksioniren ein TV?","Wer hat den internet erfunden?","Wie kannman ein roboter bauen?","Wie kannman ein Computer bauen?","Wie kannman ein Spiel veränder","","","","","","","","","1","3","1","4","1","Junge"
"572","2019-08-26 16:51:21","1","en","2019-08-26 16:50:47","2019-08-26 16:51:21","109.41.67.207","","GSWF125","b10","","","","","","","","","","","","","","","","1","2","3","4","2","Mädchen"
"573","2019-08-26 16:54:11","1","en","2019-08-26 16:51:29","2019-08-26 16:54:11","109.41.67.207","","GSWF125","b11","Wie funzunirt ein Ipat?","Wie funzunirt eine Küchenmaschine?","Wie funzunirt ein Fernsehen?","Wie funzunirt ein Navie?","Wie funzunirt ein Handy?","Wie funzunirt ein Computer?","Wie funzunirt Internet?","Wie funzunirt Batterien?","Wie funzunirt Technick?","Wie funzunirt eine Maschine?","","","","","","2","3","3","3","1","Junge"
"574","2019-08-26 16:55:34","1","en","2019-08-26 16:54:19","2019-08-26 16:55:34","109.41.67.207","","GSWF125","b12","Wer hat all die sachen, also Computer","Handy,","Internet, überhaupt erfunden?","Wie kam es zu Internet?","Wer hat das Handy erfunden?","","","","","","","","","","","1","2","1","3","2","Mädchen"
"575","2019-08-26 16:57:18","1","en","2019-08-26 16:55:40","2019-08-26 16:57:18","109.41.67.207","","GSWF125","b13","has du etwas erfunden?","has du eine firma?","wen ja has du mitabater?","Wen ja ist sie firma groß?","bes du der chef?","Was stelt ihr her?","ist es massen weise?","Has du viel Technik zuhause?","","","","","","","","1","2","1","2","2","Junge"
"576","2019-08-26 16:58:53","1","en","2019-08-26 16:57:25","2019-08-26 16:58:53","109.41.67.207","","GSWF125","b14","Wie muss man in Super Mario Odissey Springen A,B,X oder Y?","Wer hat den internet per Mensch erstelt?","Bist du ein You Tuber?","","","","","","","","","","","","","1","1","1","1","4","Junge"

